StemUrn,LexicalEntity,Stem,Gender,InflClass,Accent,Tags
lsjpool.n285_0,lexent.n285,a)gallia,neut,ma_matos,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gallia,fem,s_dos,stemultacc,
lsjpool.n294_0,lexent.n294,a)galmati,masc,hs_ou,stemultacc,
lsjpool.n295_0,lexent.n295,a)galmati,neut,os_ou,stempenacc,
lsjpool.n296_0,lexent.n296,a)galmatit,masc,hs_ou,stemultacc,
lsjpool.n297_0,lexent.n297,a)galmatogluf,masc,os_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)galmatopoii,fem,h_hs,stempenacc,
lsjpool.n301_0,lexent.n301,a)galmatopoiik,neut,os_ou,inflacc,
lsjpool.n303_0,lexent.n303,a)galmatourgi,fem,h_hs,stempenacc,
lsjpool.n308_0,lexent.n308,a)galmatofwr,masc,hs_ou,stemultacc,
lsjpool.n313_0,lexent.n313,a)galmotup,masc,eus_ews,inflacc,
lsjpool.n314_0,lexent.n314,a)galox,neut,os_ou,stempenacc,
lsjpool.n315_0,lexent.n315,a)gals,fem,is_ews,stempenacc,
lsjpool.n318_0,lexent.n318,a)galmoonid,masc,hs_ou,stemultacc,
lsjpool.n342_0,lexent.n342,a)ganwp,fem,is_idos,stemultacc,
lsjpool.n351_0,lexent.n351,a)gaphsm,masc,os_ou,inflacc,
lsjpool.n356_0,lexent.n356,a)garik,neut,os_ou,inflacc,
lsjpool.n362_0,lexent.n362,a)gas,fem,is_ews,stempenacc,
lsjpool.n363_0,lexent.n363,a)gas,neut,ma_matos,stempenacc,
lsjpool.n366_0,lexent.n366,a)gast,masc,wr_oros,stempenacc,
lsjpool.n367_0,lexent.n367,a)gasull,fem,is_idos,inflacc,
lsjpool.n368_0,lexent.n368,a)gasurt,masc,os_ou,stempenacc,
lsjpool.n371_0,lexent.n371,a)gauria,neut,ma_matos,stempenacc,
lsjpool.n373_0,lexent.n373,a)gauris,neut,ma_matos,stempenacc,
lsjpool.n377_0,lexent.n377,a)ggar,neut,os_ou,stempenacc,
lsjpool.n378_0,lexent.n378,a)ggarei,fem,h_hs,stempenacc,
lsjpool.n379_0,lexent.n379,a)ggareut,masc,hs_ou,inflacc,
lsjpool.XXX_0,lexent.XXX,a)ggarhi,neut,os_ou,stempenacc,
lsjpool.n385_0,lexent.n385,a)ggeidi,neut,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ggeiologi,fem,h_hs,stempenacc,
lsjpool.n387_0,lexent.n387,a)ggei,neut,os_ou,stemultacc,
lsjpool.n388_0,lexent.n388,a)ggeiotomi,fem,h_hs,stempenacc,
lsjpool.n394_0,lexent.n394,a)ggeliwt,masc,hs_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)ggeliwt,fem,is_idos,stemultacc,
lsjpool.n398_0,lexent.n398,a)ggelteir,fem,a_hs,stempenacc,
lsjpool.n401_0,lexent.n401,a)ggoqhk,fem,h_hs,stempenacc,
lsjpool.n406_0,lexent.n406,a)ggw,masc,n_nos,stempenacc,
lsjpool.n410_0,lexent.n410,a)geql,neut,os_ou,stempenacc,
lsjpool.n424_0,lexent.n424,a)gelaiw,masc,n_nos,stemultacc,
lsjpool.n425_0,lexent.n425,a)gela,masc,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gelarx,masc,os_ou,stempenacc,
lsjpool.n428_0,lexent.n428,a)gelarxi,fem,h_hs,stempenacc,
lsjpool.n429_0,lexent.n429,a)gelas,neut,ma_matos,stempenacc,
lsjpool.n434_0,lexent.n434,a)gelat,masc,hs_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)gelh,fem,is_idos,inflacc,
lsjpool.n441_0,lexent.n441,a)gelht,masc,hs_ou,stemultacc,
lsjpool.n442_0,lexent.n442,a)gelhtrof,masc,os_ou,stemultacc,
lsjpool.n446_0,lexent.n446,a)gelism,masc,os_ou,inflacc,
lsjpool.n452_0,lexent.n452,a)genei,fem,a_hs,stempenacc,
lsjpool.n455_0,lexent.n455,a)genhsi,fem,h_hs,stempenacc,
lsjpool.n457_0,lexent.n457,a)gennei,fem,a_hs,stempenacc,
lsjpool.n459_0,lexent.n459,a)gennhsi,fem,h_hs,stempenacc,
lsjpool.n468_0,lexent.n468,a)germ,masc,os_ou,inflacc,
lsjpool.n469_0,lexent.n469,a)germosun,fem,h_hs,stempenacc,
lsjpool.n472_0,lexent.n472,a)gert,masc,hs_ou,stemultacc,
lsjpool.n474_0,lexent.n474,a)gerwxi,fem,h_hs,stempenacc,
lsjpool.n481_0,lexent.n481,a)geusti,fem,h_hs,stempenacc,
lsjpool.n484_0,lexent.n484,a)gewrghsi,fem,h_hs,stempenacc,
lsjpool.n502_0,lexent.n502,a)ghrasi,fem,h_hs,stempenacc,
lsjpool.n503_0,lexent.n503,a)ghrat,neut,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ghrat,masc,os_ou,stempenacc,
lsjpool.n514_0,lexent.n514,a(gias,neut,ma_matos,stempenacc,
lsjpool.n516_0,lexent.n516,a(giasthri,neut,os_ou,stempenacc,
lsjpool.n517_0,lexent.n517,a(giasti,fem,h_hs,stempenacc,
lsjpool.n525_0,lexent.n525,a(gioth,fem,s_tos,stempenacc,
lsjpool.n528_0,lexent.n528,a(gisteu,neut,ma_matos,stempenacc,
lsjpool.n532_0,lexent.n532,a(gist,fem,us_uos,inflacc,
lsjpool.n541_0,lexent.n541,a)gkalid,fem,h_hs,stempenacc,
lsjpool.n546_0,lexent.n546,a)gkalism,masc,os_ou,inflacc,
lsjpool.n550_0,lexent.n550,a)gk,fem,h_hs,inflacc,
lsjpool.n560_0,lexent.n560,a)gkistropwl,masc,hs_ou,stemultacc,
lsjpool.n564_0,lexent.n564,a)gklari,neut,os_ou,stempenacc,
lsjpool.n567_0,lexent.n567,a)gkoin,fem,a_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gkotnl,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gkteir,fem,a_hs,stempenacc,
lsjpool.n574_0,lexent.n574,a)gkth,masc,r_ros,stemultacc,
lsjpool.n582_0,lexent.n582,a)gkul,fem,is_idos,inflacc,
lsjpool.n584_0,lexent.n584,a)gkuloblefar,neut,os_ou,stempenacc,
lsjpool.n585_0,lexent.n585,a)gkuloglwss,neut,os_ou,stempenacc,
lsjpool.n593_0,lexent.n593,a)gkulomaxi,fem,h_hs,stempenacc,
lsjpool.n602_0,lexent.n602,a)gkulw,neut,ma_matos,stempenacc,
lsjpool.n603_0,lexent.n603,a)gkulws,fem,is_ews,stempenacc,
lsjpool.n606_0,lexent.n606,a)gkurhboli,neut,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gkuri,neut,os_ou,stempenacc,
lsjpool.n610_0,lexent.n610,a)gkuris,neut,ma_matos,stempenacc,
lsjpool.n614_0,lexent.n614,a)gkuroboli,neut,os_ou,stempenacc,
lsjpool.n616_0,lexent.n616,a)gkuromax,masc,os_ou,stempenacc,
lsjpool.n617_0,lexent.n617,a)gkuromhl,fem,h_hs,stempenacc,
lsjpool.n622_0,lexent.n622,a)gkwn,fem,h_hs,stempenacc,
lsjpool.n624_0,lexent.n624,a)gkwni,neut,os_ou,stempenacc,
lsjpool.n625_0,lexent.n625,a)gkwniski,neut,os_ou,stempenacc,
lsjpool.n626_0,lexent.n626,a)gkwnisk,masc,os_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)gkwnofor,masc,os_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)glaism,masc,os_ou,inflacc,
lsjpool.n652_0,lexent.n652,a)glao,masc,null,stempenacc,
lsjpool.n660_0,lexent.n660,a)glaofant,neut,os_ou,stempenacc,
lsjpool.n666_0,lexent.n666,a)glaofwt,fem,is_idos,stemultacc,
lsjpool.n676_0,lexent.n676,a)gli,fem,h_hs,stempenacc,
lsjpool.n677_0,lexent.n677,a)gliqari,neut,os_ou,stempenacc,
lsjpool.n689_0,lexent.n689,a)g,neut,ma_matos,stempenacc,
lsjpool.XXX_0,lexent.XXX,a(gnakor,masc,os_ou,stempenacc,
lsjpool.n698_0,lexent.n698,a(gneuthri,neut,os_ou,stempenacc,
lsjpool.n700_0,lexent.n700,a(gneutri,fem,a_hs,stempenacc,
lsjpool.n703_0,lexent.n703,a(gnew,masc,n_nos,stemultacc,
lsjpool.n704_0,lexent.n704,a(gniasm,masc,os_ou,inflacc,
lsjpool.n708_0,lexent.n708,a(gnism,masc,os_ou,inflacc,
lsjpool.n710_0,lexent.n710,a(gnisthri,neut,os_ou,stempenacc,
lsjpool.n711_0,lexent.n711,a(gnist,masc,hs_ou,inflacc,
lsjpool.n713_0,lexent.n713,a(gni_t,masc,hs_ou,stemultacc,
lsjpool.n718_0,lexent.n718,a)gnohs,fem,is_ews,stempenacc,
lsjpool.n724_0,lexent.n724,a)gnokokk,masc,os_ou,stempenacc,
lsjpool.n732_0,lexent.n732,a(gnosun,fem,h_hs,stempenacc,
lsjpool.n736_0,lexent.n736,a)gnu,neut,os_ou,stempenacc,
lsjpool.n737_0,lexent.n737,a)gnu,fem,s_qos,stempenacc,
lsjpool.n749_0,lexent.n749,a)gnwtidi,neut,os_ou,stempenacc,
lsjpool.n752_0,lexent.n752,a)gc,fem,is_ews,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gon,neut,os_ou,stempenacc,
lsjpool.n765_0,lexent.n765,a)goranomi,fem,h_hs,stempenacc,
lsjpool.n775_0,lexent.n775,a)gorasm,masc,os_ou,inflacc,
lsjpool.n779_0,lexent.n779,a)gorastri,fem,a_hs,stempenacc,
lsjpool.n780_0,lexent.n780,a)goratr,masc,os_ou,inflacc,
lsjpool.n782_0,lexent.n782,a)gora_x,fem,os_ou,stemultacc,
lsjpool.n783_0,lexent.n783,a)goreus,fem,is_ews,stempenacc,
lsjpool.n784_0,lexent.n784,a)goreuthri,neut,os_ou,stempenacc,
lsjpool.n785_0,lexent.n785,a)goreut,masc,hs_ou,inflacc,
lsjpool.n787_0,lexent.n787,a)gorhg,masc,os_ou,inflacc,
lsjpool.n794_0,lexent.n794,a)gor,masc,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)^g,neut,hs_eos,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)g,neut,hs_eos,stempenacc,
lsjpool.n801_0,lexent.n801,a)gour,masc,os_ou,stempenacc,
lsjpool.n805_0,lexent.n805,a)grammati,fem,h_hs,stempenacc,
lsjpool.n812_0,lexent.n812,a)grauli,fem,h_hs,stempenacc,
lsjpool.n821_0,lexent.n821,a)gremi,neut,os_ou,stempenacc,
lsjpool.n823_0,lexent.n823,a)gresi,fem,h_hs,stempenacc,
lsjpool.n824_0,lexent.n824,a)gret,fem,h_hs,inflacc,
lsjpool.n831_0,lexent.n831,a)greus,fem,is_ews,stempenacc,
lsjpool.n833_0,lexent.n833,a)greuth,masc,r_ros,stemultacc,
lsjpool.n836_0,lexent.n836,a)greut,fem,is_idos,inflacc,
lsjpool.n841_0,lexent.n841,a)grhn,neut,os_ou,inflacc,
lsjpool.n842_0,lexent.n842,a)gri,fem,h_hs,stempenacc,
lsjpool.n848_0,lexent.n848,a)griaxra,fem,s_dos,stemultacc,
lsjpool.n850_0,lexent.n850,a)gridi,neut,os_ou,stempenacc,
lsjpool.n851_0,lexent.n851,a)grielai,fem,h_hs,stempenacc,
lsjpool.n859_0,lexent.n859,a)grimeliss,fem,a_hs,stempenacc,
lsjpool.n861_0,lexent.n861,a)grioappidi,neut,os_ou,stempenacc,
lsjpool.n862_0,lexent.n862,a)griobalan,fem,os_ou,stempenacc,
lsjpool.n867_0,lexent.n867,a)griokanab,masc,os_ou,stempenacc,
lsjpool.n868_0,lexent.n868,a)griokardam,neut,os_ou,stempenacc,
lsjpool.n869_0,lexent.n869,a)griokard,neut,os_ou,stempenacc,
lsjpool.n870_0,lexent.n870,a)griokaru,neut,os_ou,stempenacc,
lsjpool.n872_0,lexent.n872,a)griokokkumhl,neut,os_ou,stempenacc,
lsjpool.n874_0,lexent.n874,a)griokrommu,neut,os_ou,stempenacc,
lsjpool.n875_0,lexent.n875,a)griokumin,neut,os_ou,stempenacc,
lsjpool.n878_0,lexent.n878,a)griol,neut,os_ou,stempenacc,
lsjpool.n879_0,lexent.n879,a)griomalax,fem,h_hs,stempenacc,
lsjpool.n880_0,lexent.n880,a)griomelitt,fem,a_hs,stempenacc,
lsjpool.n882_0,lexent.n882,a)griomurik,fem,h_hs,stempenacc,
lsjpool.n885_0,lexent.n885,a)griophgan,neut,os_ou,stempenacc,
lsjpool.n886_0,lexent.n886,a)griophg,masc,os_ou,inflacc,
lsjpool.n890_0,lexent.n890,a)griorigan,masc,os_ou,stempenacc,
lsjpool.n891_0,lexent.n891,a)griorrod,neut,os_ou,stempenacc,
lsjpool.n893_0,lexent.n893,a)grioselin,neut,os_ou,stempenacc,
lsjpool.n894_0,lexent.n894,a)griosiku,neut,os_ou,stempenacc,
lsjpool.n898_0,lexent.n898,a)griofagr,masc,os_ou,stempenacc,
lsjpool.n900_0,lexent.n900,a)griofull,neut,os_ou,stempenacc,
lsjpool.n901_0,lexent.n901,a)griofut,neut,os_ou,stempenacc,
lsjpool.n903_0,lexent.n903,a)grioxoir,masc,os_ou,stempenacc,
lsjpool.n904_0,lexent.n904,a)grioywri,fem,h_hs,stempenacc,
lsjpool.n907_0,lexent.n907,a)gripp,masc,os_ou,stempenacc,
lsjpool.n910_0,lexent.n910,a)gri_f,fem,h_hs,stempenacc,
lsjpool.n914_0,lexent.n914,a)grobo,masc,hs_ou,stemultacc,
lsjpool.n926_0,lexent.n926,a)groikopurrwnei,masc,os_ou,stempenacc,
lsjpool.n931_0,lexent.n931,a)grokhpi,neut,os_ou,stempenacc,
lsjpool.n932_0,lexent.n932,a)grokhp,masc,os_ou,stempenacc,
lsjpool.n933_0,lexent.n933,a)grokom,masc,os_ou,stemultacc,
lsjpool.n934_0,lexent.n934,a)groleteir,fem,a_hs,stempenacc,
lsjpool.n938_0,lexent.n938,a)gronom,masc,hs_ou,stemultacc,
lsjpool.n939_0,lexent.n939,a)gronom,masc,os_ou,stemultacc,
lsjpool.n940_0,lexent.n940,a)gropon,masc,os_ou,stemultacc,
lsjpool.n952_0,lexent.n952,a)grupnhth,masc,r_ros,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)grupnhtik,neut,os_ou,inflacc,
lsjpool.n958_0,lexent.n958,a)grw,neut,ma_matos,stempenacc,
lsjpool.n959_0,lexent.n959,a)grwss,fem,a_hs,stempenacc,
lsjpool.n961_0,lexent.n961,a)grwst,masc,hs_ou,stemultacc,
lsjpool.n964_0,lexent.n964,a)grwsth,masc,r_ros,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)grwst,masc,wr_oros,stempenacc,
lsjpool.n969_0,lexent.n969,a)guiat,masc,hs_ou,stemultacc,
lsjpool.n973_0,lexent.n973,a)guiopez,fem,a_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gumnasti,fem,h_hs,stempenacc,
lsjpool.n982_0,lexent.n982,a)gurism,masc,os_ou,inflacc,
lsjpool.n983_0,lexent.n983,a)gur,neut,ma_matos,stempenacc,
lsjpool.n984_0,lexent.n984,a)gurm,masc,os_ou,inflacc,
lsjpool.n986_0,lexent.n986,a)gurtei,fem,h_hs,stempenacc,
lsjpool.n987_0,lexent.n987,a)gurteut,masc,hs_ou,inflacc,
lsjpool.n989_0,lexent.n989,a)gurth,masc,r_ros,stemultacc,
lsjpool.n993_0,lexent.n993,a)gurtri,fem,a_hs,stempenacc,
lsjpool.n1000_0,lexent.n1000,a)gxemwli,fem,h_hs,stempenacc,
lsjpool.n1007_0,lexent.n1007,a)gxibat,masc,hs_ou,stemultacc,
lsjpool.n1027_0,lexent.n1027,a)gximaxht,masc,hs_ou,inflacc,
lsjpool.n1039_0,lexent.n1039,a)gxi,masc,null,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)gxistei,neut,os_ou,stemultacc,
lsjpool.n1057_0,lexent.n1057,a)gxifr,masc,wn_onos,stempenacc,
lsjpool.n1068_0,lexent.n1068,a)gxonist,masc,hs_ou,inflacc,
lsjpool.n1077_0,lexent.n1077,a)gxous,fem,a_hs,stempenacc,
lsjpool.n1085_0,lexent.n1085,a)gwgei,neut,os_ou,stemultacc,
lsjpool.n1088_0,lexent.n1088,a)gwgik,neut,os_ou,stempenacc,
lsjpool.n1092_0,lexent.n1092,a)gwili,neut,os_ou,stempenacc,
lsjpool.n1096_0,lexent.n1096,a)gwniat,masc,hs_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)gwnisthri,neut,os_ou,stempenacc,
lsjpool.n1109_0,lexent.n1109,a)gwnodik,masc,hs_ou,stemultacc,
lsjpool.n1112_0,lexent.n1112,a)gwnoqeth,masc,r_ros,stemultacc,
lsjpool.n1115_0,lexent.n1115,a)gwnoqet,fem,is_idos,stemultacc,
lsjpool.n1116_0,lexent.n1116,a)gwnoqhk,fem,h_hs,stempenacc,
lsjpool.n1117_0,lexent.n1117,a)gwnologi,fem,h_hs,stempenacc,
lsjpool.n1156_0,lexent.n1156,a)dark,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)dark,masc,hs_ou,stemultacc,
lsjpool.XXX_0,lexent.XXX,a)dark,masc,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)darki,neut,os_ou,stempenacc,
lsjpool.n1181_0,lexent.n1181,a)deisi,fem,h_hs,stempenacc,
lsjpool.n1182_0,lexent.n1182,a)deisibo,masc,hs_ou,stemultacc,
lsjpool.n1183_0,lexent.n1183,a)deisidaimoni,fem,h_hs,stempenacc,
lsjpool.n1199_0,lexent.n1199,a)delfic,fem,is_ews,stempenacc,
lsjpool.n1200_0,lexent.n1200,a)delfi,neut,os_ou,stempenacc,
lsjpool.n1202_0,lexent.n1202,a)delfodot,masc,hs_ou,stemultacc,
lsjpool.n1206_0,lexent.n1206,a)delfoktoni,fem,h_hs,stempenacc,
lsjpool.n1243_0,lexent.n1243,a(dh,neut,ma_matos,stempenacc,
lsjpool.n1249_0,lexent.n1249,a)dhmosun,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)dhlei,fem,a_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a(|d,masc,hs_ou,stemultacc,
lsjpool.n1258_0,lexent.n1258,a)dhfagi,fem,h_hs,stempenacc,
lsjpool.n1283_0,lexent.n1283,a)diakrisi,fem,h_hs,stempenacc,
lsjpool.n1298_0,lexent.n1298,a)dianohsi,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)diant,neut,os_ou,stempenacc,
lsjpool.n1308_0,lexent.n1308,a)diapneusti,fem,h_hs,stempenacc,
lsjpool.n1313_0,lexent.n1313,a)diaptwsi,fem,h_hs,stempenacc,
lsjpool.n1320_0,lexent.n1320,a)diarroi,fem,a_hs,stempenacc,
lsjpool.n1328_0,lexent.n1328,a)diastasi,fem,h_hs,stempenacc,
lsjpool.n1341_0,lexent.n1341,a)diatreyi,fem,h_hs,stempenacc,
lsjpool.n1349_0,lexent.n1349,a)diafori,fem,h_hs,stempenacc,
lsjpool.n1376_0,lexent.n1376,a)dikeus,fem,is_ews,stempenacc,
lsjpool.n1381_0,lexent.n1381,a)dikht,masc,hs_ou,inflacc,
lsjpool.n1387_0,lexent.n1387,a)dikodoci,fem,h_hs,stempenacc,
lsjpool.n1388_0,lexent.n1388,a)dikokrisi,fem,h_hs,stempenacc,
lsjpool.n1390_0,lexent.n1390,a)dikomaxi,fem,h_hs,stempenacc,
lsjpool.n1395_0,lexent.n1395,a)dikopragh,neut,ma_matos,stempenacc,
lsjpool.n1402_0,lexent.n1402,a(dic,fem,is_ews,stempenacc,
lsjpool.n1404_0,lexent.n1404,a)dioikhsi,fem,h_hs,stempenacc,
lsjpool.n1410_0,lexent.n1410,a)dioristi,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)diy,neut,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)dmen,fem,is_idos,inflacc,
lsjpool.n1427_0,lexent.n1427,a)dmht,fem,is_idos,stemultacc,
lsjpool.n1429_0,lexent.n1429,a|dmoli,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)dmwl,fem,h_hs,inflacc,
lsjpool.n1453_0,lexent.n1453,a)doch,neut,ma_matos,stempenacc,
lsjpool.XXX_0,lexent.XXX,a(d,masc,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a(d,masc,os_ou,stempenacc,
lsjpool.n1467_0,lexent.n1467,a)douli,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)drani,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)drana,fem,s_dos,stemultacc,
lsjpool.n1491_0,lexent.n1491,a(drografi,fem,h_hs,stempenacc,
lsjpool.n1500_0,lexent.n1500,a)drosi,fem,h_hs,stempenacc,
lsjpool.n1505_0,lexent.n1505,a(droxwr,neut,os_ou,stempenacc,
lsjpool.n1507_0,lexent.n1507,a)dru,neut,os_ou,stempenacc,
lsjpool.n1510_0,lexent.n1510,a(druns,fem,is_ews,stempenacc,
lsjpool.n1544_0,lexent.n1544,a)dwri,fem,h_hs,stempenacc,
lsjpool.n1546_0,lexent.n1546,a)dwrodoki,fem,h_hs,stempenacc,
lsjpool.n1558_0,lexent.n1558,a)eqloqet,masc,hs_ou,stemultacc,
lsjpool.n1560_0,lexent.n1560,a)eqloniki,fem,h_hs,stempenacc,
lsjpool.n1561_0,lexent.n1561,a)eqlosun,fem,h_hs,stempenacc,
lsjpool.n1566_0,lexent.n1566,a)eiblasths,fem,is_ews,stempenacc,
lsjpool.n1570_0,lexent.n1570,a)eigenesi,fem,h_hs,stempenacc,
lsjpool.n2274_0,lexent.n2274,ai)eigenet,masc,hs_ou,stemultacc,
lsjpool.n1574_0,lexent.n1574,a)eigennht,masc,hs_ou,inflacc,
lsjpool.n1575_0,lexent.n1575,a)eigleuk,neut,hs_eos,stemultacc,
lsjpool.n1582_0,lexent.n1582,a)eidi,fem,h_hs,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)eidouli,fem,h_hs,stempenacc,
lsjpool.n1586_0,lexent.n1586,a)eidrastei,fem,a_hs,stempenacc,
lsjpool.n1588_0,lexent.n1588,a)eiest,fem,w_oos,inflacc,
lsjpool.n1590_0,lexent.n1590,a)eizwi,fem,h_hs,stempenacc,
lsjpool.n1592_0,lexent.n1592,a)eizw,neut,os_ou,stempenacc,
lsjpool.n1606_0,lexent.n1606,a)eikinhsi,fem,h_hs,stempenacc,
lsjpool.n1643_0,lexent.n1643,a)eisiti,fem,h_hs,stempenacc,
lsjpool.n1657_0,lexent.n1657,a)eifulli,fem,h_hs,stempenacc,
lsjpool.n1661_0,lexent.n1661,a)eixrus,neut,os_ou,stempenacc,
lsjpool.n1668_0,lexent.n1668,a)eli,masc,os_ou,stempenacc,
lsjpool.n1669_0,lexent.n1669,a)eli,masc,os_ou,stempenacc,
lsjpool.XXX_0,lexent.XXX,a)ellotod,masc,hs_ou,stemultacc,
lsjpool.n1681_0,lexent.n1681,a)ell,masc,os_ou,inflacc,
lsjpool.n1689_0,lexent.n1689,a)em,neut,ma_matos,stempenacc,
lsjpool.n1715_0,lexent.n1715,a)erik,neut,os_ou,inflacc,
