urn,normalizedlemma,shortdef
urn:cite:perseus:lexentity.lex9093.1,Σηκοανός,""
urn:cite:perseus:lexentity.lex9094.1,Σηκουάνας,""
urn:cite:perseus:lexentity.lex9095.1,Σηκουανοί,""
urn:cite:perseus:lexentity.lex9096.1,Σηλυβρία,""
urn:cite:perseus:lexentity.lex9097.1,Σηλυβρίη,""
urn:cite:perseus:lexentity.lex9098.1,Σηλυμβρίη,""
urn:cite:perseus:lexentity.lex9099.1,Σηλυμβριανός,""
urn:cite:perseus:lexentity.lex9100.1,Σημωνίδης,""
urn:cite:perseus:lexentity.lex9101.1,Σηπίη,""
urn:cite:perseus:lexentity.lex9102.1,Σηπιάς,""
urn:cite:perseus:lexentity.lex9103.1,Σηπιής,""
urn:cite:perseus:lexentity.lex9104.1,Σηρίη,""
urn:cite:perseus:lexentity.lex9105.1,Σηρική,""
urn:cite:perseus:lexentity.lex9106.1,Σησαμός,""
urn:cite:perseus:lexentity.lex9107.1,Σηστιάς,""
urn:cite:perseus:lexentity.lex9108.1,Σηστιώδης,""
urn:cite:perseus:lexentity.lex9109.1,Σηστός,""
urn:cite:perseus:lexentity.lex9110.1,Σητία,""
urn:cite:perseus:lexentity.lex9112.1,Σθένελος,""
urn:cite:perseus:lexentity.lex9113.1,Σθένιος,""
urn:cite:perseus:lexentity.lex9114.1,Σθέννιος,""
urn:cite:perseus:lexentity.lex9115.1,Σθέννις,""
urn:cite:perseus:lexentity.lex9116.1,Σθενέβοια,""
urn:cite:perseus:lexentity.lex9117.1,Σθενέλαος,""
urn:cite:perseus:lexentity.lex9118.1,Σθενέλευς,""
urn:cite:perseus:lexentity.lex9119.1,Σθενέλη,""
urn:cite:perseus:lexentity.lex9120.1,Σθενίας,""
urn:cite:perseus:lexentity.lex9121.1,Σθεννώ,""
urn:cite:perseus:lexentity.lex9122.1,Σθενώ,""
urn:cite:perseus:lexentity.lex9123.1,Σιβυλλαίνω,""
urn:cite:perseus:lexentity.lex9124.1,Σιβυλλιάω,""
urn:cite:perseus:lexentity.lex9125.1,Σιβυλλιακός,""
urn:cite:perseus:lexentity.lex9126.1,Σιβυλλιστής,""
urn:cite:perseus:lexentity.lex9127.1,Σιβύλλειος,""
urn:cite:perseus:lexentity.lex9128.1,Σιβύρτιος,""
urn:cite:perseus:lexentity.lex9129.1,Σιγγάμης,""
urn:cite:perseus:lexentity.lex9131.1,Σιγγικός,""
urn:cite:perseus:lexentity.lex9132.1,Σιγειάς,""
urn:cite:perseus:lexentity.lex9133.1,Σιγνία,""
urn:cite:perseus:lexentity.lex9134.1,Σιγνῖνος,""
urn:cite:perseus:lexentity.lex9135.1,Σιγριανή,""
urn:cite:perseus:lexentity.lex9136.1,Σιδήνη,""
urn:cite:perseus:lexentity.lex9137.1,Σιδήτης,""
urn:cite:perseus:lexentity.lex9138.1,Σιδηρώ,""
urn:cite:perseus:lexentity.lex9139.1,Σιδικῖνος,""
urn:cite:perseus:lexentity.lex9140.1,Σιδονίηθεν,""
urn:cite:perseus:lexentity.lex9141.1,Σιδονυφής,""
urn:cite:perseus:lexentity.lex9142.1,Σιδούντιος,""
urn:cite:perseus:lexentity.lex9143.1,Σιδοῦς,""
urn:cite:perseus:lexentity.lex9144.1,Σιδωνιάς,""
urn:cite:perseus:lexentity.lex9145.1,Σιδόνες,""
urn:cite:perseus:lexentity.lex9146.1,Σιδόνιος,""
urn:cite:perseus:lexentity.lex9147.1,Σιδών,""
urn:cite:perseus:lexentity.lex9148.1,Σιδώνιος,""
urn:cite:perseus:lexentity.lex9149.1,Σιθωνία,""
urn:cite:perseus:lexentity.lex9150.1,Σιθωνίς,""
urn:cite:perseus:lexentity.lex9151.1,Σιθώνιος,""
urn:cite:perseus:lexentity.lex9152.1,Σικίνιος,""
urn:cite:perseus:lexentity.lex9153.1,Σικίννιος,""
urn:cite:perseus:lexentity.lex9154.1,Σικανία,""
urn:cite:perseus:lexentity.lex9155.1,Σικανικός,""
urn:cite:perseus:lexentity.lex9156.1,Σικανός,""
urn:cite:perseus:lexentity.lex9157.1,Σικελία,""
urn:cite:perseus:lexentity.lex9158.1,Σικελίδης,""
urn:cite:perseus:lexentity.lex9160.1,Σικελικός,""
urn:cite:perseus:lexentity.lex9161.1,Σικελιωτικός,""
urn:cite:perseus:lexentity.lex9162.1,Σικελιώτης,""
urn:cite:perseus:lexentity.lex9163.1,Σικελιῶτις,""
urn:cite:perseus:lexentity.lex9164.1,Σικελοί,""
urn:cite:perseus:lexentity.lex9165.1,Σικελός,""
urn:cite:perseus:lexentity.lex9166.1,Σικινίτης,""
urn:cite:perseus:lexentity.lex9167.1,Σικυωνιουργής,""
urn:cite:perseus:lexentity.lex9168.1,Σικυών,""
urn:cite:perseus:lexentity.lex9169.1,Σικυώνια,""
urn:cite:perseus:lexentity.lex9170.1,Σικυώνιος,""
urn:cite:perseus:lexentity.lex9171.1,Σικυώνοθε,""
urn:cite:perseus:lexentity.lex9172.1,Σικύωνος,""
urn:cite:perseus:lexentity.lex9173.1,Σιλής,""
urn:cite:perseus:lexentity.lex9174.1,Σιλανίων,""
urn:cite:perseus:lexentity.lex9175.1,Σιλανός,""
urn:cite:perseus:lexentity.lex9176.1,Σιλαρίς,""
urn:cite:perseus:lexentity.lex9177.1,Σιλεντιάριος,""
urn:cite:perseus:lexentity.lex9178.1,Σιληνίαι,""
urn:cite:perseus:lexentity.lex9179.1,Σιληνικός,""
urn:cite:perseus:lexentity.lex9180.1,Σιληνόκοσμος,""
urn:cite:perseus:lexentity.lex9181.1,Σιληνός,""
urn:cite:perseus:lexentity.lex9182.1,Σιληνώδης,""
urn:cite:perseus:lexentity.lex9183.1,Σιλουανός,""
urn:cite:perseus:lexentity.lex9184.1,Σιλουᾶνος,""
urn:cite:perseus:lexentity.lex9185.1,Σιμάγγελος,""
urn:cite:perseus:lexentity.lex9186.1,Σιμάριστος,""
urn:cite:perseus:lexentity.lex9187.1,Σιμιακόν,""
urn:cite:perseus:lexentity.lex9188.1,Σιμιχίδας,""
urn:cite:perseus:lexentity.lex9189.1,Σιμιχίς,""
urn:cite:perseus:lexentity.lex9190.1,Σιμμίας,""
urn:cite:perseus:lexentity.lex9191.1,Σιμοί,""
urn:cite:perseus:lexentity.lex9192.1,Σιμοείσιος,""
urn:cite:perseus:lexentity.lex9193.1,Σιμοεντίς,""
urn:cite:perseus:lexentity.lex9194.1,Σιμούντιος,""
urn:cite:perseus:lexentity.lex9195.1,Σιμωνίδειος,""
urn:cite:perseus:lexentity.lex9196.1,Σιμωνίδης,""
urn:cite:perseus:lexentity.lex9197.1,Σιμόεις,""
urn:cite:perseus:lexentity.lex9199.1,Σιμύλος,""
urn:cite:perseus:lexentity.lex9200.1,Σιμύρα,""
urn:cite:perseus:lexentity.lex9201.1,Σινάτος,""
urn:cite:perseus:lexentity.lex9202.1,Σιναίτης,""
urn:cite:perseus:lexentity.lex9203.1,Σιναῖον,""
urn:cite:perseus:lexentity.lex9205.1,Σινδική,""
urn:cite:perseus:lexentity.lex9206.1,Σινδικός,""
urn:cite:perseus:lexentity.lex9207.1,Σινδοί,""
urn:cite:perseus:lexentity.lex9208.1,Σινδογενής,""
urn:cite:perseus:lexentity.lex9209.1,Σινδόμανα,""
urn:cite:perseus:lexentity.lex9210.1,Σιννᾶ,""
urn:cite:perseus:lexentity.lex9211.1,Σινορία,""
urn:cite:perseus:lexentity.lex9212.1,Σιντηίς,""
urn:cite:perseus:lexentity.lex9213.1,Σιντιακός,""
urn:cite:perseus:lexentity.lex9214.1,Σιντική,""
urn:cite:perseus:lexentity.lex9215.1,Σιντοί,""
urn:cite:perseus:lexentity.lex9217.1,Σινωπίς,""
urn:cite:perseus:lexentity.lex9218.1,Σινωπεύς,""
urn:cite:perseus:lexentity.lex9219.1,Σινωπική,""
urn:cite:perseus:lexentity.lex9220.1,Σινωπικός,""
urn:cite:perseus:lexentity.lex9221.1,Σινόεσσα,""
urn:cite:perseus:lexentity.lex9222.1,Σινόη,""
urn:cite:perseus:lexentity.lex9223.1,Σινόριξ,""
urn:cite:perseus:lexentity.lex9224.1,Σινώπη,""
urn:cite:perseus:lexentity.lex9225.1,Σινώτιον,""
urn:cite:perseus:lexentity.lex9226.1,Σινᾶ,""
urn:cite:perseus:lexentity.lex9227.1,Σιρίτης,""
urn:cite:perseus:lexentity.lex9228.1,Σιρβωνίς,""
urn:cite:perseus:lexentity.lex9229.1,Σιριοπαίονες,""
urn:cite:perseus:lexentity.lex9230.1,Σιρομίτρας,""
urn:cite:perseus:lexentity.lex9232.1,Σισάπων,""
urn:cite:perseus:lexentity.lex9233.1,Σισίνης,""
urn:cite:perseus:lexentity.lex9234.1,Σισίννης,""
urn:cite:perseus:lexentity.lex9235.1,Σισαυράνων,""
urn:cite:perseus:lexentity.lex9236.1,Σισιδώνη,""
urn:cite:perseus:lexentity.lex9237.1,Σισιμάκης,""
urn:cite:perseus:lexentity.lex9238.1,Σισιμίθρης,""
urn:cite:perseus:lexentity.lex9239.1,Σισυφίδης,""
urn:cite:perseus:lexentity.lex9240.1,Σισύγγαμβρις,""
urn:cite:perseus:lexentity.lex9241.1,Σισύφειον,""
urn:cite:perseus:lexentity.lex9242.1,Σισύφειος,""
urn:cite:perseus:lexentity.lex9243.1,Σισύφιον,""
urn:cite:perseus:lexentity.lex9244.1,Σιτάλκας,""
urn:cite:perseus:lexentity.lex9245.1,Σιτάλκης,""
urn:cite:perseus:lexentity.lex9246.1,Σιτακός,""
urn:cite:perseus:lexentity.lex9247.1,Σιττάκη,""
urn:cite:perseus:lexentity.lex9248.1,Σιττακινή,""
urn:cite:perseus:lexentity.lex9249.1,Σιττόκατις,""
urn:cite:perseus:lexentity.lex9250.1,Σιτώ,""
urn:cite:perseus:lexentity.lex9251.1,Σιχών,""
urn:cite:perseus:lexentity.lex9252.1,Σκάμανδρος,""
urn:cite:perseus:lexentity.lex9253.1,Σκάμων,""
urn:cite:perseus:lexentity.lex9254.1,Σκάνδεια,""
urn:cite:perseus:lexentity.lex9255.1,Σκάπτιος,""
urn:cite:perseus:lexentity.lex9256.1,Σκάρδων,""
urn:cite:perseus:lexentity.lex9257.1,Σκάρφεια,""
urn:cite:perseus:lexentity.lex9258.1,Σκάρφη,""
urn:cite:perseus:lexentity.lex9259.1,Σκάτων,""
urn:cite:perseus:lexentity.lex9260.1,Σκέδασος,""
urn:cite:perseus:lexentity.lex9261.1,Σκέφρος,""
urn:cite:perseus:lexentity.lex9262.1,Σκήψιος,""
urn:cite:perseus:lexentity.lex9263.1,Σκία,""
urn:cite:perseus:lexentity.lex9264.1,Σκίαθις,""
urn:cite:perseus:lexentity.lex9265.1,Σκίαθος,""
urn:cite:perseus:lexentity.lex9266.1,Σκίδρος,""
urn:cite:perseus:lexentity.lex9267.1,Σκίλουρος,""
urn:cite:perseus:lexentity.lex9268.1,Σκίος,""
urn:cite:perseus:lexentity.lex9269.1,Σκίρα,""
urn:cite:perseus:lexentity.lex9270.1,Σκίριτις,""
urn:cite:perseus:lexentity.lex9271.1,Σκίρον,""
urn:cite:perseus:lexentity.lex9272.1,Σκίρος,""
urn:cite:perseus:lexentity.lex9273.1,Σκίρτος,""
urn:cite:perseus:lexentity.lex9274.1,Σκίρων,""
urn:cite:perseus:lexentity.lex9275.1,Σκίταλοι,""
urn:cite:perseus:lexentity.lex9276.1,Σκίτων,""
urn:cite:perseus:lexentity.lex9279.1,Σκαιαί,""
urn:cite:perseus:lexentity.lex9280.1,Σκαιός,""
urn:cite:perseus:lexentity.lex9281.1,Σκαμάνδριος,""
urn:cite:perseus:lexentity.lex9282.1,Σκαμανδρώνυμος,""
urn:cite:perseus:lexentity.lex9283.1,Σκαμβωνίδης,""
urn:cite:perseus:lexentity.lex9284.1,Σκαμβώνιδαι,""
urn:cite:perseus:lexentity.lex9285.1,Σκαπτήνιος,""
urn:cite:perseus:lexentity.lex9286.1,Σκαπτησυλικός,""
urn:cite:perseus:lexentity.lex9287.1,Σκαρφαιεύς,""
urn:cite:perseus:lexentity.lex9288.1,Σκαρφεύς,""
urn:cite:perseus:lexentity.lex9289.1,Σκαῖος,""
urn:cite:perseus:lexentity.lex9290.1,Σκείρων,""
urn:cite:perseus:lexentity.lex9291.1,Σκειρωνίς,""
urn:cite:perseus:lexentity.lex9292.1,Σκελίας,""
urn:cite:perseus:lexentity.lex9294.1,Σκιάδις,""
urn:cite:perseus:lexentity.lex9295.1,Σκιάθιος,""
urn:cite:perseus:lexentity.lex9296.1,Σκιάποδες,""
urn:cite:perseus:lexentity.lex9297.1,Σκιάς,""
urn:cite:perseus:lexentity.lex9298.1,Σκιγγόμαγος,""
urn:cite:perseus:lexentity.lex9299.1,Σκιερεία,""
urn:cite:perseus:lexentity.lex9300.1,Σκιεύς,""
urn:cite:perseus:lexentity.lex9301.1,Σκιλλούντιος,""
urn:cite:perseus:lexentity.lex9302.1,Σκιλλοῦς,""
urn:cite:perseus:lexentity.lex9303.1,Σκιλλόεις,""
urn:cite:perseus:lexentity.lex9304.1,Σκιλοῦρος,""
urn:cite:perseus:lexentity.lex9305.1,Σκιπίων,""
urn:cite:perseus:lexentity.lex9306.1,Σκιράδιον,""
urn:cite:perseus:lexentity.lex9307.1,Σκιράς,""
urn:cite:perseus:lexentity.lex9308.1,Σκιρίδαι,""
urn:cite:perseus:lexentity.lex9309.1,Σκιρίς,""
urn:cite:perseus:lexentity.lex9310.1,Σκιραφίδας,""
urn:cite:perseus:lexentity.lex9311.1,Σκιροφοριών,""
urn:cite:perseus:lexentity.lex9312.1,Σκιροφόρια,""
urn:cite:perseus:lexentity.lex9313.1,Σκιρροφοριών,""
urn:cite:perseus:lexentity.lex9314.1,Σκιρτώνιον,""
urn:cite:perseus:lexentity.lex9315.1,Σκιρφώνδας,""
urn:cite:perseus:lexentity.lex9316.1,Σκιρωνίδης,""
urn:cite:perseus:lexentity.lex9317.1,Σκιρῖται,""
urn:cite:perseus:lexentity.lex9318.1,Σκιρῖτις,""
urn:cite:perseus:lexentity.lex9319.1,Σκιωναῖος,""
urn:cite:perseus:lexentity.lex9320.1,Σκιωνεύς,""
urn:cite:perseus:lexentity.lex9321.1,Σκιώνη,""
urn:cite:perseus:lexentity.lex9322.1,Σκολείτης,""
urn:cite:perseus:lexentity.lex9323.1,Σκολοπόεις,""
urn:cite:perseus:lexentity.lex9324.1,Σκομβραρία,""
urn:cite:perseus:lexentity.lex9325.1,Σκοπελιανός,""
urn:cite:perseus:lexentity.lex9327.1,Σκοροδομάχοι,""
urn:cite:perseus:lexentity.lex9328.1,Σκορπιών,""
urn:cite:perseus:lexentity.lex9329.1,Σκοτάνη,""
urn:cite:perseus:lexentity.lex9330.1,Σκοτίτης,""
urn:cite:perseus:lexentity.lex9331.1,Σκοτουσαῖος,""
urn:cite:perseus:lexentity.lex9332.1,Σκοτουσσαῖος,""
urn:cite:perseus:lexentity.lex9333.1,Σκοτοῦσα,""
urn:cite:perseus:lexentity.lex9335.1,Σκούλταννα,""
urn:cite:perseus:lexentity.lex9336.1,Σκυβελίτης,""
urn:cite:perseus:lexentity.lex9337.1,Σκυδίσης,""
urn:cite:perseus:lexentity.lex9338.1,Σκυθάριον,""
urn:cite:perseus:lexentity.lex9339.1,Σκυθία,""
urn:cite:perseus:lexentity.lex9341.1,Σκυθίη,""
urn:cite:perseus:lexentity.lex9342.1,Σκυθηνοί,""
urn:cite:perseus:lexentity.lex9343.1,Σκυθιάς,""
urn:cite:perseus:lexentity.lex9344.1,Σκυθικός,""
urn:cite:perseus:lexentity.lex9350.1,Σκυθῖνος,""
urn:cite:perseus:lexentity.lex9351.1,Σκυλάκη,""
urn:cite:perseus:lexentity.lex9352.1,Σκυλάκιον,""
urn:cite:perseus:lexentity.lex9353.1,Σκυλλήτικος,""
urn:cite:perseus:lexentity.lex9354.1,Σκυλλήτιον,""
urn:cite:perseus:lexentity.lex9355.1,Σκυλλίας,""
urn:cite:perseus:lexentity.lex9356.1,Σκυλλίτας,""
urn:cite:perseus:lexentity.lex9357.1,Σκυλλανίς,""
urn:cite:perseus:lexentity.lex9358.1,Σκυλλαῖον,""
urn:cite:perseus:lexentity.lex9359.1,Σκυλλητικός,""
urn:cite:perseus:lexentity.lex9360.1,Σκυμβράτης,""
urn:cite:perseus:lexentity.lex9361.1,Σκυρόθεν,""
urn:cite:perseus:lexentity.lex9362.1,Σκόδρα,""
urn:cite:perseus:lexentity.lex9363.1,Σκόλλις,""
urn:cite:perseus:lexentity.lex9364.1,Σκόμβρος,""
urn:cite:perseus:lexentity.lex9365.1,Σκόμιος,""
urn:cite:perseus:lexentity.lex9366.1,Σκόπαδαι,""
urn:cite:perseus:lexentity.lex9367.1,Σκόπη,""
urn:cite:perseus:lexentity.lex9368.1,Σκόπης,""
urn:cite:perseus:lexentity.lex9369.1,Σκόπιος,""
urn:cite:perseus:lexentity.lex9370.1,Σκότιος,""
urn:cite:perseus:lexentity.lex9371.1,Σκύθαινα,""
urn:cite:perseus:lexentity.lex9372.1,Σκύθης,""
urn:cite:perseus:lexentity.lex9373.1,Σκύθιον,""
urn:cite:perseus:lexentity.lex9374.1,Σκύθιος,""
urn:cite:perseus:lexentity.lex9375.1,Σκύλαξ,""
urn:cite:perseus:lexentity.lex9376.1,Σκύλης,""
urn:cite:perseus:lexentity.lex9377.1,Σκύλιος,""
urn:cite:perseus:lexentity.lex9378.1,Σκύλλα,""
urn:cite:perseus:lexentity.lex9379.1,Σκύλλαιον,""
urn:cite:perseus:lexentity.lex9380.1,Σκύλλις,""
urn:cite:perseus:lexentity.lex9381.1,Σκύμνος,""
urn:cite:perseus:lexentity.lex9382.1,Σκύππιον,""
urn:cite:perseus:lexentity.lex9383.1,Σκύρας,""
urn:cite:perseus:lexentity.lex9384.1,Σκύριος,""
urn:cite:perseus:lexentity.lex9385.1,Σκύρων,""
urn:cite:perseus:lexentity.lex9386.1,Σκώπασις,""
urn:cite:perseus:lexentity.lex9387.1,Σκῆψις,""
urn:cite:perseus:lexentity.lex9388.1,Σκῖρον,""
urn:cite:perseus:lexentity.lex9389.1,Σκῖρος,""
urn:cite:perseus:lexentity.lex9390.1,Σκῦρος,""
urn:cite:perseus:lexentity.lex9391.1,Σκῶλος,""
urn:cite:perseus:lexentity.lex9392.1,Σμάραγδος,""
urn:cite:perseus:lexentity.lex9393.1,Σμάραγος,""
urn:cite:perseus:lexentity.lex9394.1,Σμέρδις,""
urn:cite:perseus:lexentity.lex9395.1,Σμίκυθος,""
urn:cite:perseus:lexentity.lex9396.1,Σμίλα,""
urn:cite:perseus:lexentity.lex9397.1,Σμίλις,""
urn:cite:perseus:lexentity.lex9398.1,Σμίνθεια,""
urn:cite:perseus:lexentity.lex9399.1,Σμίνθιος,""
urn:cite:perseus:lexentity.lex9400.1,Σμερδομένης,""
urn:cite:perseus:lexentity.lex9401.1,Σμικρίων,""
urn:cite:perseus:lexentity.lex9402.1,Σμικυθίων,""
urn:cite:perseus:lexentity.lex9403.1,Σμικύθη,""
urn:cite:perseus:lexentity.lex9404.1,Σμινδυρίδης,""
urn:cite:perseus:lexentity.lex9405.1,Σμινθεύς,""
urn:cite:perseus:lexentity.lex9406.1,Σμισιών,""
urn:cite:perseus:lexentity.lex9407.1,Σμοῖος,""
urn:cite:perseus:lexentity.lex9408.1,Σμυρναικός,""
urn:cite:perseus:lexentity.lex9409.1,Σμυρναῖος,""
urn:cite:perseus:lexentity.lex9410.1,Σμύρνα,""
urn:cite:perseus:lexentity.lex9411.1,Σμύρνη,""
urn:cite:perseus:lexentity.lex9412.1,Σμῆνος,""
urn:cite:perseus:lexentity.lex9414.1,Σμῖλις,""
urn:cite:perseus:lexentity.lex9415.1,Σοάνας,""
urn:cite:perseus:lexentity.lex9416.1,Σοβάδακος,""
urn:cite:perseus:lexentity.lex9417.1,Σογδιανή,""
urn:cite:perseus:lexentity.lex9418.1,Σογδιανός,""
urn:cite:perseus:lexentity.lex9419.1,Σοδομίτης,""
urn:cite:perseus:lexentity.lex9420.1,Σοδομῖτις,""
urn:cite:perseus:lexentity.lex9421.1,Σολεύς,""
urn:cite:perseus:lexentity.lex9422.1,Σολμισσός,""
urn:cite:perseus:lexentity.lex9423.1,Σολομωνιακὸς,""
urn:cite:perseus:lexentity.lex9424.1,Σολομών,""
urn:cite:perseus:lexentity.lex9425.1,Σολουντῖνος,""
urn:cite:perseus:lexentity.lex9426.1,Σολπίκιος,""
urn:cite:perseus:lexentity.lex9427.1,Σολόεις,""
urn:cite:perseus:lexentity.lex9428.1,Σολόματις,""
urn:cite:perseus:lexentity.lex9429.1,Σολόμων,""
urn:cite:perseus:lexentity.lex9430.1,Σολώνιον,""
urn:cite:perseus:lexentity.lex9431.1,Σοσθάνης,""
urn:cite:perseus:lexentity.lex9432.1,Σουέσσουλα,""
urn:cite:perseus:lexentity.lex9434.1,Σουλπίκιος,""
urn:cite:perseus:lexentity.lex9435.1,Σουμάτειον,""
urn:cite:perseus:lexentity.lex9436.1,Σουμάτευς,""
urn:cite:perseus:lexentity.lex9437.1,Σουματίη,""
urn:cite:perseus:lexentity.lex9438.1,Σουμητία,""
urn:cite:perseus:lexentity.lex9439.1,Σουνιάδης,""
urn:cite:perseus:lexentity.lex9440.1,Σουνιάρατος,""
urn:cite:perseus:lexentity.lex9441.1,Σουνιάς,""
urn:cite:perseus:lexentity.lex9442.1,Σουνιέρακος,""
urn:cite:perseus:lexentity.lex9443.1,Σουνιακός,""
urn:cite:perseus:lexentity.lex9444.1,Σουνιεύς,""
urn:cite:perseus:lexentity.lex9445.1,Σουρηνός,""
urn:cite:perseus:lexentity.lex9446.1,Σουσίδης,""
urn:cite:perseus:lexentity.lex9447.1,Σουσίς,""
urn:cite:perseus:lexentity.lex9448.1,Σουσαρίων,""
urn:cite:perseus:lexentity.lex9449.1,Σουσιάς,""
urn:cite:perseus:lexentity.lex9450.1,Σουσιανή,""
urn:cite:perseus:lexentity.lex9451.1,Σουσιγενής,""
urn:cite:perseus:lexentity.lex9452.1,Σουσισκάνης,""
urn:cite:perseus:lexentity.lex9453.1,Σουχιεῖον,""
urn:cite:perseus:lexentity.lex9455.1,Σοφαίνετος,""
urn:cite:perseus:lexentity.lex9456.1,Σοφαγασῆνος,""
urn:cite:perseus:lexentity.lex9457.1,Σοφοκλῆς,""
urn:cite:perseus:lexentity.lex9458.1,Σοφωνίδης,""
urn:cite:perseus:lexentity.lex9459.1,Σοφόκλειος,""
urn:cite:perseus:lexentity.lex9460.1,Σούεσσα,""
urn:cite:perseus:lexentity.lex9461.1,Σούηβος,""
urn:cite:perseus:lexentity.lex9462.1,Σούκρων,""
urn:cite:perseus:lexentity.lex9463.1,Σούλμων,""
urn:cite:perseus:lexentity.lex9464.1,Σούνα,""
urn:cite:perseus:lexentity.lex9465.1,Σούνιον,""
urn:cite:perseus:lexentity.lex9466.1,Σούπερβος,""
urn:cite:perseus:lexentity.lex9467.1,Σούρης,""
urn:cite:perseus:lexentity.lex9468.1,Σούριον,""
urn:cite:perseus:lexentity.lex9469.1,Σούσα,""
urn:cite:perseus:lexentity.lex9470.1,Σούσιος,""
urn:cite:perseus:lexentity.lex9471.1,Σούτριον,""
urn:cite:perseus:lexentity.lex9473.1,Σοῦλχοι,""
urn:cite:perseus:lexentity.lex9474.1,Σοῦρα,""
urn:cite:perseus:lexentity.lex9475.1,Σοῦσα,""
urn:cite:perseus:lexentity.lex9476.1,Σοῦσος,""
urn:cite:perseus:lexentity.lex9477.1,Σπάλαυθρα,""
