StemUrn,LexicalEntity,StemString,InflClass,Tags
lsjpool.n94087_0,lexent.n94087,:de:s,izw,
lsjpool.n94146_0,lexent.n94146,:de:sill,ainw,
lsjpool.n94172_0,lexent.n94172,:de:simbl,euw,
lsjpool.n94191_0,lexent.n94191,:de:si_m,ow_denom,
lsjpool.n94201_0,lexent.n94201,:de:si^na^mwr,ew_denom,
lsjpool.n94237_0,lexent.n94237,:de:sini,azw,
lsjpool.n94244_0,lexent.n94244,:de:s,inw,
lsjpool.n94244_0,lexent.n94244,:de:sin,e_stem,
lsjpool.n94319_0,lexent.n94319,:de:si_ta^gwg,ew_denom,
lsjpool.n94347_0,lexent.n94347,:de:si_t,euw,
lsjpool.n94351_0,lexent.n94351,:de:si_thg,ew_denom,
lsjpool.n94362_0,lexent.n94362,:de:si_t,izw,
lsjpool.n94380_0,lexent.n94380,:de:si_todot,ew_denom,
lsjpool.n94395_0,lexent.n94395,:de:si_tolog,ew_denom,
lsjpool.n94412_0,lexent.n94412,:de:si_topoi,ew_denom,
lsjpool.n94459_0,lexent.n94459,:de:sifl,ow_denom,
lsjpool.n94473_0,lexent.n94473,:de:siwp,aw_denom,
lsjpool.n94479_0,lexent.n94479,:de:sk,azw,
lsjpool.n94486_0,lexent.n94486,:de:skai-ourg,ew_denom,
lsjpool.n94488_0,lexent.n94488,:de:sk,airw,
lsjpool.n94507_0,lexent.n94507,:de:ska^l,euw,
lsjpool.n94521_0,lexent.n94521,:de:sk,allw,
lsjpool.n94549_0,lexent.n94549,:de:skanda^l,izw,
lsjpool.n94584_0,lexent.n94584,:de:ska^,ptw,
lsjpool.n94590_0,lexent.n94590,:de:skarda^mu,ss,
lsjpool.n94645_0,lexent.n94645,:de:sked,a_stem,
lsjpool.n94645_0,lexent.n94645,:de:skedan,numi,
lsjpool.n94665_0,lexent.n94665,:de:skel,izw,
lsjpool.n94673_0,lexent.n94673,:de:sk,ellw,
lsjpool.n94685_0,lexent.n94685,:de:skep,azw,
lsjpool.n94704_0,lexent.n94704,:de:skep,aw_denom,
lsjpool.n94711_0,lexent.n94711,:de:ske,ptw,
lsjpool.n94718_0,lexent.n94718,:de:skeua^gwg,ew_denom,
lsjpool.n94720_0,lexent.n94720,:de:skeu,azw,
lsjpool.n94736_0,lexent.n94736,:de:skeuopoi,ew_denom,
lsjpool.n94745_0,lexent.n94745,:de:skeuofor,ew_denom,
lsjpool.n94750_0,lexent.n94750,:de:skeuofu^la^k,ew_denom,
lsjpool.n94755_0,lexent.n94755,:de:skeuwr,ew_denom,
lsjpool.n94764_0,lexent.n94764,:de:skhn,aw_denom,
lsjpool.n94768_0,lexent.n94768,:de:skhn,ew_denom,
lsjpool.n94778_0,lexent.n94778,:de:skhno-ba^t,ew_denom,
lsjpool.n94794_0,lexent.n94794,:de:skhn,ow_denom,
lsjpool.n94809_0,lexent.n94809,:de:skhptrofor,ew_denom,
lsjpool.n94811_0,lexent.n94811,:de:skh,ptw,
lsjpool.n94816_0,lexent.n94816,:de:skia_gra^f,ew_denom,
lsjpool.n94828_0,lexent.n94828,:de:ski,azw,
lsjpool.n94833_0,lexent.n94833,:de:skia_-ma^x,ew_denom,
lsjpool.n94849_0,lexent.n94849,:de:skihtrof,ew_denom,
lsjpool.n94849_0,lexent.n94849,:de:skia_trof,ew_denom,
lsjpool.n94849_0,lexent.n94849,:de:skia_traf,ew_denom,
lsjpool.n94853_0,lexent.n94853,:de:sk,iaw_denom,
lsjpool.n94857_0,lexent.n94857,:de:skid,nhmi,
lsjpool.n94867_0,lexent.n94867,:de:skima_l,izw,
lsjpool.n94876_0,lexent.n94876,:de:skim,ptw,
lsjpool.n94876_0,lexent.n94876,:de:skim,ptw,
lsjpool.n94941_0,lexent.n94941,:de:skirt,aw_denom,
lsjpool.n94972_0,lexent.n94972,:de:skl,a_stem,
lsjpool.n94973_0,lexent.n94973,:de:sklhra^gwg,ew_denom,
lsjpool.n95024_0,lexent.n95024,:de:sklhr,unw,
lsjpool.n95081_0,lexent.n95081,:de:skolop,izw,
lsjpool.n95110_0,lexent.n95110,:de:skop,euw,
lsjpool.n95111_0,lexent.n95111,:de:skop,ew_denom,
lsjpool.n95116_0,lexent.n95116,:de:skopi,azw,
lsjpool.n95119_0,lexent.n95119,:de:skopiwr,ew_denom,
lsjpool.n95123_0,lexent.n95123,:de:skora^k,izw,
lsjpool.n95130_0,lexent.n95130,:de:skordi^n,aw_denom,
lsjpool.n95139_0,lexent.n95139,:de:skorod,izw,
lsjpool.n95160_0,lexent.n95160,:de:skorp,izw,
lsjpool.n95182_0,lexent.n95182,:de:skot,azw,
lsjpool.n95198_0,lexent.n95198,:de:skot,izw,
lsjpool.n95209_0,lexent.n95209,:de:skoto-di_n,iaw_denom,
lsjpool.n95224_0,lexent.n95224,:de:skot,ow_denom,
lsjpool.n95251_0,lexent.n95251,:de:skud-m,ainw,
lsjpool.n95255_0,lexent.n95255,:de:sk,uzw,
lsjpool.n95268_0,lexent.n95268,:de:skuqr,azw,
lsjpool.n95271_0,lexent.n95271,:de:skuqrwp,azw,
lsjpool.n95285_0,lexent.n95285,:de:sku^la^k,euw,
lsjpool.n95303_0,lexent.n95303,:de:sku_l,euw,
lsjpool.n95315_0,lexent.n95315,:de:sk,ullw,
lsjpool.n95319_0,lexent.n95319,:de:sku^lodey,ew_denom,
lsjpool.n95348_0,lexent.n95348,:de:sku^ta^lhfor,ew_denom,
lsjpool.n95364_0,lexent.n95364,:de:sku_t,euw,
lsjpool.n95383_0,lexent.n95383,:de:sku_totom,ew_denom,
lsjpool.n95387_0,lexent.n95387,:de:sku_to-tra^g,ew_denom,
lsjpool.n95432_0,lexent.n95432,:de:skw,ptw,
lsjpool.n95456_0,lexent.n95456,:de:sma^ra^g,ew_denom,
lsjpool.n95456_0,lexent.n95456,:de:sma^ra^g,izw,
lsjpool.n95466_0,lexent.n95466,:de:sm,a_stem,
lsjpool.n95501_0,lexent.n95501,:de:smhx,reg_conj,
lsjpool.n95506_0,lexent.n95506,:de:smikr,unw,
lsjpool.n95545_0,lexent.n95545,:de:smurn,izw,
lsjpool.n95555_0,lexent.n95555,:de:smu_x,reg_conj,
lsjpool.n95561_0,lexent.n95561,:de:smwx,reg_conj,
lsjpool.n95567_0,lexent.n95567,:de:sob,ew_denom,
lsjpool.n95583_0,lexent.n95583,:de:soloik,izw,
lsjpool.n95643_0,lexent.n95643,:de:sof,izw,
lsjpool.n95652_0,lexent.n95652,:de:sofist,euw,
lsjpool.n95667_0,lexent.n95667,:de:spad,izw,
lsjpool.n95684_0,lexent.n95684,:de:spa^q,aw_denom,
lsjpool.n95700_0,lexent.n95700,:de:sp,airw,
lsjpool.n95720_0,lexent.n95720,:de:spa^n,izw,
lsjpool.n95746_0,lexent.n95746,:de:spa^ra,ss,
lsjpool.n95752_0,lexent.n95752,:de:sparga^n,ow_denom,
lsjpool.n95752_0,lexent.n95752,:de:sparga^n,izw,
lsjpool.n95756_0,lexent.n95756,:de:sparg,aw_denom,
lsjpool.n95760_0,lexent.n95760,:de:sparg,reg_conj,
lsjpool.n95795_0,lexent.n95795,:de:spa^ta^l,aw_denom,
lsjpool.n95811_0,lexent.n95811,:de:sp,a_stem,
lsjpool.n95817_0,lexent.n95817,:de:speir,aw_denom,
lsjpool.n95836_0,lexent.n95836,:de:spar,reg_conj,
lsjpool.n95836_0,lexent.n95836,:de:sp,eirw,
lsjpool.n95849_0,lexent.n95849,:de:sped,reg_conj,
lsjpool.n95849_0,lexent.n95849,:de:speid,reg_conj,
lsjpool.n95855_0,lexent.n95855,:de:sperm,ainw,
lsjpool.n95896_0,lexent.n95896,:de:sperx,reg_conj,
lsjpool.n95898_0,lexent.n95898,:de:speud,reg_conj,
lsjpool.n95935_0,lexent.n95935,:de:spi^l,ow_denom,
lsjpool.n95955_0,lexent.n95955,:de:splagxn,euw,
lsjpool.n95986_0,lexent.n95986,:de:spogg,izw,
lsjpool.n96001_0,lexent.n96001,:de:spod,ew_denom,
lsjpool.n96007_0,lexent.n96007,:de:spod,izw,
lsjpool.n96015_0,lexent.n96015,:de:spod,ow_denom,
lsjpool.n96082_0,lexent.n96082,:de:spoud,azw,
lsjpool.n96084_0,lexent.n96084,:de:spoudaio-log,ew_denom,
lsjpool.n96097_0,lexent.n96097,:de:spoudarx,iaw_denom,
lsjpool.n96157_0,lexent.n96157,:de:sta^diodrom,ew_denom,
lsjpool.n96162_0,lexent.n96162,:de:st,azw,
lsjpool.n96168_0,lexent.n96168,:de:sta^q,euw,
lsjpool.n96171_0,lexent.n96171,:de:staqm,aw_denom,
lsjpool.n96173_0,lexent.n96173,:de:staqm,euw,
lsjpool.n96223_0,lexent.n96223,:de:sta^l,azw,
lsjpool.n96226_0,lexent.n96226,:de:sta^la,ss,
lsjpool.n96227_0,lexent.n96227,:de:sta^l,aw_denom,
lsjpool.n96255_0,lexent.n96255,:de:sta^si,azw,
lsjpool.n96285_0,lexent.n96285,:de:sta^t,izw,
lsjpool.n96300_0,lexent.n96300,:de:staur,ow_denom,
lsjpool.n96369_0,lexent.n96369,:de:steg,azw,
lsjpool.n96404_0,lexent.n96404,:de:steg,reg_conj,
lsjpool.n96408_0,lexent.n96408,:de:steib,reg_conj,
lsjpool.n96408_0,lexent.n96408,:de:sti^b,reg_conj,
lsjpool.n96413_0,lexent.n96413,:de:st,einw,
lsjpool.n96425_0,lexent.n96425,:de:steix,reg_conj,
lsjpool.n96432_0,lexent.n96432,:de:stele,ow_denom,
lsjpool.n96447_0,lexent.n96447,:de:sta^l,reg_conj,
lsjpool.n96447_0,lexent.n96447,:de:st,ellw,
lsjpool.n96453_0,lexent.n96453,:de:stemf,reg_conj,
lsjpool.n96470_0,lexent.n96470,:de:sten,azw,
lsjpool.n96476_0,lexent.n96476,:de:stena^x,izw,
lsjpool.n96476_0,lexent.n96476,:de:stona^x,izw,
lsjpool.n96488_0,lexent.n96488,:de:stenolesx,ew_denom,
lsjpool.n96515_0,lexent.n96515,:de:stenoxwr,ew_denom,
lsjpool.n96521_0,lexent.n96521,:de:sten,ow_denom,
lsjpool.n96521_0,lexent.n96521,:de:stein,ow_denom,
lsjpool.n96541_0,lexent.n96541,:de:sterg,reg_conj,
lsjpool.n96565_0,lexent.n96565,:de:stere,ow_denom,
lsjpool.n96568_0,lexent.n96568,:de:ster,ew_denom,
lsjpool.n96568_0,lexent.n96568,:de:ster,e_stem,
lsjpool.n96582_0,lexent.n96582,:de:ster,iskw,
lsjpool.n96643_0,lexent.n96643,:de:stefa^nhfor,ew_denom,
lsjpool.n96643_0,lexent.n96643,:de:stefa^na_for,ew_denom,
lsjpool.n96650_0,lexent.n96650,:de:stefa^n,izw,
lsjpool.n96666_0,lexent.n96666,:de:stefa^n,ow_denom,
lsjpool.n96679_0,lexent.n96679,:de:stef,reg_conj,
lsjpool.n96717_0,lexent.n96717,:de:sthl,ow_denom,
lsjpool.n96735_0,lexent.n96735,:de:sthmor-ra^g,ew_denom,
lsjpool.n96745_0,lexent.n96745,:de:sthr,izw,
lsjpool.n96763_0,lexent.n96763,:de:sti^ba^do-koit,ew_denom,
lsjpool.n96776_0,lexent.n96776,:de:sti^b,ew_denom,
lsjpool.n96782_0,lexent.n96782,:de:sti^b,izw,
lsjpool.n96789_0,lexent.n96789,:de:stigma^thfor,ew_denom,
lsjpool.n96798_0,lexent.n96798,:de:st,izw,
lsjpool.n96814_0,lexent.n96814,:de:stilb,reg_conj,
lsjpool.n96856_0,lexent.n96856,:de:sti^x,aw_denom,
lsjpool.n96868_0,lexent.n96868,:de:sti^x,izw,
lsjpool.n96893_0,lexent.n96893,:de:stlegg,izw,
lsjpool.n96908_0,lexent.n96908,:de:stoib,azw,
lsjpool.n96930_0,lexent.n96930,:de:stoixei,ow_denom,
lsjpool.n96939_0,lexent.n96939,:de:stoix,ew_denom,
lsjpool.n96940_0,lexent.n96940,:de:stoix-hgor,ew_denom,
lsjpool.n96947_0,lexent.n96947,:de:stoix,izw,
lsjpool.n96962_0,lexent.n96962,:de:stoli^d,ow_denom,
lsjpool.n96966_0,lexent.n96966,:de:stol,izw,
lsjpool.n97010_0,lexent.n97010,:de:stom,ow_denom,
lsjpool.n97011_0,lexent.n97011,:de:stomf,azw,
lsjpool.n97026_0,lexent.n97026,:de:stona^x,ew_denom,
lsjpool.n97048_0,lexent.n97048,:de:stox,azw,
lsjpool.n97072_0,lexent.n97072,:de:stragga^l,izw,
lsjpool.n97080_0,lexent.n97080,:de:stragg,euw,
lsjpool.n97094_0,lexent.n97094,:de:stra,ptw,
lsjpool.n97108_0,lexent.n97108,:de:stra^t,euw,
lsjpool.n97112_0,lexent.n97112,:de:stra^thg,ew_denom,
lsjpool.n97116_0,lexent.n97116,:de:stra^thg,iaw_denom,
lsjpool.n97124_0,lexent.n97124,:de:stra^thla^t,ew_denom,
lsjpool.n97136_0,lexent.n97136,:de:stra^to-log,ew_denom,
lsjpool.n97147_0,lexent.n97147,:de:stra^toped,euw,
lsjpool.n97153_0,lexent.n97153,:de:stra^t,ow_denom,
lsjpool.n97166_0,lexent.n97166,:de:strebl,ow_denom,
lsjpool.n97184_0,lexent.n97184,:de:strefe-di_n,ew_denom,
lsjpool.n97186_0,lexent.n97186,:de:stra^f,reg_conj,
lsjpool.n97186_0,lexent.n97186,:de:stra^b,reg_conj,
lsjpool.n97186_0,lexent.n97186,:de:stref,reg_conj,
lsjpool.n97194_0,lexent.n97194,:de:streyo-di^k,ew_denom,
lsjpool.n97198_0,lexent.n97198,:de:strhn,iaw_denom,
lsjpool.n97216_0,lexent.n97216,:de:strob,ew_denom,
lsjpool.n97224_0,lexent.n97224,:de:strobi_l,izw,
lsjpool.n97241_0,lexent.n97241,:de:strogg,ullw,
lsjpool.n97292_0,lexent.n97292,:de:strofa^l,izw,
lsjpool.n97298_0,lexent.n97298,:de:strof,ew_denom,
lsjpool.n97310_0,lexent.n97310,:de:strofo-di_n,ew_denom,
lsjpool.n97349_0,lexent.n97349,:de:strwf,aw_denom,
lsjpool.n97359_0,lexent.n97359,:de:stug,reg_conj,
lsjpool.n97359_0,lexent.n97359,:de:stu^g,ew_denom,
lsjpool.n97364_0,lexent.n97364,:de:stugn,azw,
lsjpool.n97371_0,lexent.n97371,:de:stugn,ow_denom,
lsjpool.n97387_0,lexent.n97387,:de:stu_l,ow_denom,
lsjpool.n97425_0,lexent.n97425,:de:stu^fel,izw,
lsjpool.n97435_0,lexent.n97435,:de:stu_f,reg_conj,
lsjpool.n97452_0,lexent.n97452,:de:stwm,ullw,
lsjpool.n98079_0,lexent.n98079,:de:su_k,azw,
lsjpool.n98079_0,lexent.n98079,:de:su_k,azw,
lsjpool.n98100_0,lexent.n98100,:de:su_k,izw,
lsjpool.n98108_0,lexent.n98108,:de:su_kolog,ew_denom,
lsjpool.n98115_0,lexent.n98115,:de:su_k,ow_denom,
lsjpool.n98121_0,lexent.n98121,:de:su_ko-tra^g,ew_denom,
lsjpool.n98125_0,lexent.n98125,:de:su_kofant,ew_denom,
lsjpool.n98138_0,lexent.n98138,:de:su_kofor,ew_denom,
lsjpool.n98151_0,lexent.n98151,:de:su_l-a^gwg,ew_denom,
lsjpool.n98152_0,lexent.n98152,:de:su_l,aw_denom,
lsjpool.n98154_0,lexent.n98154,:de:su_l,euw,
lsjpool.n98163_0,lexent.n98163,:de:sulla^b,izw,
lsjpool.n98302_0,lexent.n98302,:de:sumbol,ew_denom,
lsjpool.n98302_0,lexent.n98302,:de:sumbol,euw,
lsjpool.n98789_0,lexent.n98789,:de:sumposiarx,ew_denom,
lsjpool.n101186_0,lexent.n101186,:de:sunwri^k,euw,
lsjpool.n101251_0,lexent.n101251,:de:su_ri,ss,
lsjpool.n101251_0,lexent.n101251,:de:su_r,izw,
lsjpool.n101251_0,lexent.n101251,:de:tu_ri,ss,
lsjpool.n101334_0,lexent.n101334,:de:s,urw,
lsjpool.n101546_0,lexent.n101546,:de:sfagi,azw,
lsjpool.n101559_0,lexent.n101559,:de:sf,azw,
lsjpool.n101565_0,lexent.n101565,:de:sfair,izw,
lsjpool.n101585_0,lexent.n101585,:de:sfairo-poi,ew_denom,
lsjpool.n101589_0,lexent.n101589,:de:sfair,ow_denom,
lsjpool.n101595_0,lexent.n101595,:de:sfa^kel,izw,
lsjpool.n101611_0,lexent.n101611,:de:sf,allw,
lsjpool.n101621_0,lexent.n101621,:de:sfa^ra^g,ew_denom,
lsjpool.n101622_0,lexent.n101622,:de:sfa^ra^g,izw,
lsjpool.n101639_0,lexent.n101639,:de:sfendon,aw_denom,
lsjpool.n101639_0,lexent.n101639,:de:sfendon,aw_denom,
lsjpool.n101652_0,lexent.n101652,:de:sfeter,izw,
lsjpool.n101671_0,lexent.n101671,:de:sfhk,ow_denom,
lsjpool.n101698_0,lexent.n101698,:de:sfigg,reg_conj,
lsjpool.n101730_0,lexent.n101730,:de:sfra_g,izw,
lsjpool.n101730_0,lexent.n101730,:de:sfrhg,izw,
lsjpool.n101741_0,lexent.n101741,:de:sfri^g,aw_denom,
lsjpool.n101751_0,lexent.n101751,:de:sf,uzw,
lsjpool.n101791_0,lexent.n101791,:de:sx,a_stem,
lsjpool.n101791_0,lexent.n101791,:de:sx,azw,
lsjpool.n101809_0,lexent.n101809,:de:sxedi,azw,
lsjpool.n101845_0,lexent.n101845,:de:sxetli,azw,
lsjpool.n101853_0,lexent.n101853,:de:sxhmat,izw,
lsjpool.n101863_0,lexent.n101863,:de:sxhma^to-poi,ew_denom,
lsjpool.n101882_0,lexent.n101882,:de:sx,izw,
lsjpool.n101946_0,lexent.n101946,:de:sxol,azw,
lsjpool.n101972_0,lexent.n101972,:de:swk,ew_denom,
lsjpool.n102004_0,lexent.n102004,:de:swm-ask,ew_denom,
lsjpool.n102027_0,lexent.n102027,:de:swma^to-poi,ew_denom,
lsjpool.n102037_0,lexent.n102037,:de:swma^to-fqor,ew_denom,
lsjpool.n102054_0,lexent.n102054,:de:swp,aw_denom,
lsjpool.n102070_0,lexent.n102070,:de:swr,euw,
lsjpool.n102103_0,lexent.n102103,:de:swfron,ew_denom,
lsjpool.n102106_0,lexent.n102106,:de:swfron,izw,
lsjpool.n102152_0,lexent.n102152,:de:ta_g,euw,
lsjpool.n102153_0,lexent.n102153,:de:ta_g,ew_denom,
lsjpool.n102190_0,lexent.n102190,:de:taini,ow_denom,
lsjpool.n102213_0,lexent.n102213,:de:ta^laipwr,ew_denom,
lsjpool.n102226_0,lexent.n102226,:de:ta^lant,euw,
lsjpool.n102246_0,lexent.n102246,:de:ta^la^si-ourg,ew_denom,
lsjpool.n102274_0,lexent.n102274,:de:ta^mi,euw,
lsjpool.n102318_0,lexent.n102318,:de:tanta^l,ow_denom,
lsjpool.n102337_0,lexent.n102337,:de:ta,numi,
lsjpool.n102369_0,lexent.n102369,:de:ta^nu^,reg_conj,
lsjpool.n102373_0,lexent.n102373,:de:taciarx,ew_denom,
lsjpool.n102380_0,lexent.n102380,:de:taci,ow_denom,
lsjpool.n102392_0,lexent.n102392,:de:ta^pein,ow_denom,
lsjpool.n102432_0,lexent.n102432,:de:ta^ra^,ss,
lsjpool.n102440_0,lexent.n102440,:de:tarb,ew_denom,
lsjpool.n102463_0,lexent.n102463,:de:ta^ri_x,euw,
lsjpool.n102471_0,lexent.n102471,:de:ta^ri_xopwl,ew_denom,
lsjpool.n102513_0,lexent.n102513,:de:tarxu_,reg_conj,
lsjpool.n102515_0,lexent.n102515,:de:ta,ss,
lsjpool.n102576_0,lexent.n102576,:de:taurokton,ew_denom,
lsjpool.n102581_0,lexent.n102581,:de:taur,ow_denom,
lsjpool.n102590_0,lexent.n102590,:de:taurosfa^g,ew_denom,
lsjpool.n102629_0,lexent.n102629,:de:tau)to-poi,ew_denom,
lsjpool.n102658_0,lexent.n102658,:de:tafr,euw,
lsjpool.n102716_0,lexent.n102716,:de:ta^x,unw,
lsjpool.n102759_0,lexent.n102759,:de:tegg,reg_conj,
lsjpool.n102783_0,lexent.n102783,:de:teqrippotrof,ew_denom,
lsjpool.n102795_0,lexent.n102795,:de:t,einw,
lsjpool.n102797_0,lexent.n102797,:de:t,eirw,
lsjpool.n102801_0,lexent.n102801,:de:teix,ew_denom,
lsjpool.n102805_0,lexent.n102805,:de:teix,izw,
lsjpool.n102814_0,lexent.n102814,:de:teixodom,ew_denom,
lsjpool.n102821_0,lexent.n102821,:de:teixoma^x,ew_denom,
lsjpool.n102834_0,lexent.n102834,:de:teixofu^la^k,ew_denom,
lsjpool.n102841_0,lexent.n102841,:de:tekm,airw,
lsjpool.n102848_0,lexent.n102848,:de:tekmhri,ow_denom,
lsjpool.n102858_0,lexent.n102858,:de:teknogon,ew_denom,
lsjpool.n102871_0,lexent.n102871,:de:teknopoi,ew_denom,
lsjpool.n102890_0,lexent.n102890,:de:tekno-fon,ew_denom,
lsjpool.n102892_0,lexent.n102892,:de:tekn,ow_denom,
lsjpool.n102898_0,lexent.n102898,:de:tekt,ainw,
lsjpool.n102898_0,lexent.n102898,:de:tekt,ainw,
lsjpool.n102898_0,lexent.n102898,:de:tekt,ainw,
lsjpool.n102936_0,lexent.n102936,:de:telei,ow_denom,
lsjpool.n102936_0,lexent.n102936,:de:tele,ow_denom,
lsjpool.n102981_0,lexent.n102981,:de:telesfor,ew_denom,
lsjpool.n102992_0,lexent.n102992,:de:teleut,aw_denom,
lsjpool.n102995_0,lexent.n102995,:de:tel,e_stem,
lsjpool.n103005_0,lexent.n103005,:de:t,ellw,
lsjpool.n103021_0,lexent.n103021,:de:telwn,ew_denom,
lsjpool.n103040_0,lexent.n103040,:de:temen,izw,
lsjpool.n103061_0,lexent.n103061,:de:tena^g,izw,
lsjpool.n103096_0,lexent.n103096,:de:ter,azw,
lsjpool.n103109_0,lexent.n103109,:de:tera^t,euw,
lsjpool.n103117_0,lexent.n103117,:de:tera^tolog,ew_denom,
lsjpool.n103144_0,lexent.n103144,:de:teret,izw,
lsjpool.n103155_0,lexent.n103155,:de:terqr,euw,
lsjpool.n103190_0,lexent.n103190,:de:terp,reg_conj,
lsjpool.n103194_0,lexent.n103194,:de:ters,ainw,
lsjpool.n103300_0,lexent.n103300,:de:teux,e_stem,
lsjpool.n103303_0,lexent.n103303,:de:ti,e_stem,
lsjpool.n103335_0,lexent.n103335,:de:tetra^gwn,izw,
lsjpool.n103388_0,lexent.n103388,:de:tr,a_stem,
lsjpool.n103388_0,lexent.n103388,:de:tetr,ainw,
lsjpool.n103523_0,lexent.n103523,:de:tetrarx,ew_denom,
lsjpool.n103602_0,lexent.n103602,:de:tetrem,ainw,
lsjpool.n103661_0,lexent.n103661,:de:teut,azw,
lsjpool.n103681_0,lexent.n103681,:de:teux,reg_conj,
lsjpool.n103681_0,lexent.n103681,:de:tux,reg_conj,
lsjpool.n103694_0,lexent.n103694,:de:texn,azw,
lsjpool.n103695_0,lexent.n103695,:de:texn,aw_denom,
lsjpool.n103722_0,lexent.n103722,:de:texnolog,ew_denom,
lsjpool.n103785_0,lexent.n103785,:de:ta^k,reg_conj,
lsjpool.n103785_0,lexent.n103785,:de:ta_k,reg_conj,
lsjpool.n103785_0,lexent.n103785,:de:thk,reg_conj,
lsjpool.n103798_0,lexent.n103798,:de:thleq,aw_denom,
lsjpool.n103846_0,lexent.n103846,:de:thmel,ew_denom,
lsjpool.n103871_0,lexent.n103871,:de:thr,ew_denom,
lsjpool.n103882_0,lexent.n103882,:de:tht,aw_denom,
lsjpool.n103882_0,lexent.n103882,:de:ta_t,aw_denom,
lsjpool.n103908_0,lexent.n103908,:de:ti^qaibw,ss,
lsjpool.n103918_0,lexent.n103918,:de:ti^qa^s,euw,
lsjpool.n103922_0,lexent.n103922,:de:q,e_stem,
lsjpool.n103942_0,lexent.n103942,:de:tek,reg_conj,
lsjpool.n103944_0,lexent.n103944,:de:ti_l,aw_denom,
lsjpool.n103948_0,lexent.n103948,:de:t,illw,
lsjpool.n103963_0,lexent.n103963,:de:ti_malf,ew_denom,
lsjpool.n103972_0,lexent.n103972,:de:ti_m,aw_denom,
lsjpool.n103983_0,lexent.n103983,:de:ti_mht,euw,
lsjpool.n104015_0,lexent.n104015,:de:ti_mwr,ew_denom,
lsjpool.n104033_0,lexent.n104033,:de:ti^na,ss,
lsjpool.n104038_0,lexent.n104038,:de:ti_,numi,
lsjpool.n104038_0,lexent.n104038,:de:tei,numi,
lsjpool.n104040_0,lexent.n104040,:de:ti^,reg_conj,
lsjpool.n104040_0,lexent.n104040,:de:tei,reg_conj,
lsjpool.n104040_0,lexent.n104040,:de:ti_,reg_conj,
lsjpool.n104040_0,lexent.n104040,:de:tei,reg_conj,
lsjpool.n104055_0,lexent.n104055,:de:ti^t,ainw,
lsjpool.n104080_0,lexent.n104080,:de:titq,euw,
lsjpool.n104095_0,lexent.n104095,:de:tr,o_stem,
lsjpool.n104097_0,lexent.n104097,:de:tittub,izw,
lsjpool.n104107_0,lexent.n104107,:de:tu,skw,
lsjpool.n104119_0,lexent.n104119,:de:tal,a_stem,
lsjpool.n104119_0,lexent.n104119,:de:tl,a_stem,
lsjpool.n104136_0,lexent.n104136,:de:tmhg,reg_conj,
lsjpool.n104196_0,lexent.n104196,:de:toixwru^x,ew_denom,
lsjpool.n104213_0,lexent.n104213,:de:tok,izw,
lsjpool.n104218_0,lexent.n104218,:de:tokoglu^f,ew_denom,
lsjpool.n104222_0,lexent.n104222,:de:toko-for,ew_denom,
lsjpool.n104225_0,lexent.n104225,:de:tolm,aw_denom,
lsjpool.n104240_0,lexent.n104240,:de:tolu^p,euw,
lsjpool.n104247_0,lexent.n104247,:de:tom,aw_denom,
lsjpool.n104266_0,lexent.n104266,:de:tonqor,uzw,
lsjpool.n104269_0,lexent.n104269,:de:ton,izw,
lsjpool.n104280_0,lexent.n104280,:de:toc,azw,
lsjpool.n104296_0,lexent.n104296,:de:toc,euw,
lsjpool.n104313_0,lexent.n104313,:de:toco-poi,ew_denom,
lsjpool.n104321_0,lexent.n104321,:de:tocofor,ew_denom,
lsjpool.n104328_0,lexent.n104328,:de:top,azw,
lsjpool.n104337_0,lexent.n104337,:de:top,ew_denom,
lsjpool.n104340_0,lexent.n104340,:de:top,izw,
lsjpool.n104347_0,lexent.n104347,:de:topogra^f,ew_denom,
lsjpool.n104351_0,lexent.n104351,:de:topo-qet,ew_denom,
lsjpool.n104354_0,lexent.n104354,:de:topo-ma^x,ew_denom,
lsjpool.n104373_0,lexent.n104373,:de:tor,euw,
lsjpool.n104374_0,lexent.n104374,:de:tor,ew_denom,
lsjpool.n104374_0,lexent.n104374,:de:tetor,ew_denom,
lsjpool.n104388_0,lexent.n104388,:de:torn,euw,
lsjpool.n104393_0,lexent.n104393,:de:torn,ow_denom,
lsjpool.n104408_0,lexent.n104408,:de:tor,unw,
lsjpool.n104467_0,lexent.n104467,:de:tra^ghma^t,izw,
lsjpool.n104501_0,lexent.n104501,:de:tra^go-fa^g,ew_denom,
lsjpool.n104504_0,lexent.n104504,:de:tra^gw|d,ew_denom,
lsjpool.n104534_0,lexent.n104534,:de:tra_n,ow_denom,
lsjpool.n104548_0,lexent.n104548,:de:tra^pezi_t,euw,
lsjpool.n104572_0,lexent.n104572,:de:tra^p,ew_denom,
lsjpool.n104579_0,lexent.n104579,:de:traul,izw,
lsjpool.n104590_0,lexent.n104590,:de:trauma^t,izw,
lsjpool.n104590_0,lexent.n104590,:de:trwma^t,izw,
lsjpool.n104613_0,lexent.n104613,:de:tra^xhl,izw,
lsjpool.n104635_0,lexent.n104635,:de:tra_x,unw,
lsjpool.n104635_0,lexent.n104635,:de:trhx,unw,
lsjpool.n104678_0,lexent.n104678,:de:trem,reg_conj,
lsjpool.n104685_0,lexent.n104685,:de:trep,reg_conj,
lsjpool.n104690_0,lexent.n104690,:de:qref,reg_conj,
